dataset_key,dataset,method,selected_lambda,n_seeds,deploy_mse_mean,deploy_mse_std,volatility_mean,volatility_std,mean_gain_mean,mean_gain_std,terminal_risk_mean,terminal_risk_std
air_quality,Air Quality,standard,0.0,10,0.44944866597652433,0.06910838168021693,0.0731135513663524,0.022851000488204324,0.0791064793907571,0.00785731852298758,0.16531683504581446,0.033666784178694606
air_quality,Air Quality,isotropic,0.08,10,0.41500682532787325,0.030202827312529233,0.07691136931553902,0.0076438939801323465,0.05326133212249255,0.005488445839223743,0.1771148309111595,0.044695239399038515
air_quality,Air Quality,dtr,0.003,10,0.43245209455490113,0.058297433598845504,0.06852251252657679,0.019769822234211917,0.0790669146366417,0.008456815543923224,0.16104124933481212,0.02790800227640999
tetouan_zone1_power,Tetouan,standard,0.0,10,107736060.4,111430596.98601323,1.069473052436166e+16,1.656541022035294e+16,0.02437398486266216,0.02372185103841623,15688194.2,4050917.895086709
tetouan_zone1_power,Tetouan,isotropic,0.0003,10,100747826.5,80746432.27258016,7198092537720206.0,1.0243735902912874e+16,0.02252617380193741,0.017204942970228617,16055396.9,4072440.013958447
tetouan_zone1_power,Tetouan,dtr,0.01,10,68239920.6,48681138.87352908,3071490442170779.5,4320626314689134.0,0.012837062535497,0.008179505918304327,14520384.4,4508771.314432722
