conditional_slope,method,penalty_lambda,seed,intercept,score_slope,directional_gain,volatility,derivative_bound,jacobian_bound,residual_bound,separated_bound,mean_abs_model_derivative,mean_abs_remainder,jacobian_bound_holds,residual_bound_holds,derivative_bound_holds
0.5,standard,0.0,38,0.5135508186017341,-0.1815067134958149,0.03294468704405184,0.00013413278423886853,0.0003511279898398341,0.01335197874411889,0.017557919762983907,0.027387573555721082,0.08407769817880084,0.052543609616284716,True,True,True
0.5,standard,0.0,39,1.0632074975402466,0.6761090954973279,0.45712350901421483,0.003740932586922856,0.004433482879715687,0.18526518001623643,0.2601166920958787,0.38323686983005095,0.040855886705740106,0.24993188236620928,True,True,True
0.5,standard,0.0,40,0.7520454286449176,1.6581976925275823,2.7496195875037985,0.00038524283133092803,0.0013038970385095047,1.1143788446881655,1.351745085769841,2.25289663998266,0.26634096468134777,0.33512295531688974,True,True,True
0.5,standard,0.0,41,1.018608964696711,0.3057351730540759,0.09347399604240572,0.0037346127679743235,0.004428904698219572,0.03788358367518299,0.06567525943013039,0.08337923823811774,0.015546709046785344,0.19355378332015402,True,True,True
0.5,standard,0.0,42,0.8393690146428338,0.38121414824269506,0.1453242268204035,0.003792786382134082,0.004484211097653028,0.05889769069340339,0.08939562116280257,0.12413887745660093,0.03338903717439764,0.1768425840889647,True,True,True
0.5,standard,0.0,43,0.7514616253939076,0.3172355956208907,0.10063842312894129,0.0034300308320695076,0.004060471546284141,0.04078721660529102,0.06316997212370845,0.08645338740644566,0.044955708473113906,0.15509405375425575,True,True,True
0.5,standard,0.0,44,1.3217082383520413,2.3517645742337545,5.530796612620873,0.00227302839245566,0.002827726992168879,2.241547437103117,2.759090106652704,4.539003147324546,0.6418648821490831,0.5134935155059318,True,True,True
0.5,standard,0.0,45,0.9493415484273352,0.8076452647089618,0.652290873606809,0.00347226735523893,0.004161126809972601,0.2643635335717457,0.3528140273779852,0.5415796356341617,0.04928515357277137,0.2505320838008641,True,True,True
0.5,standard,0.0,46,1.2710180634697872,0.9635941602282041,0.9285137056258979,0.0023627703576362398,0.0028635678378958014,0.37631243072859655,0.5115894481632957,0.7734788715702211,0.1517704463021378,0.31962682192018305,True,True,True
0.5,standard,0.0,47,1.0059731725546932,0.622888733425188,0.38799037422803495,0.003915369741324328,0.004633000937889845,0.15724657583447235,0.22196291709664226,0.3256478194668752,0.02049923463916191,0.23421999599165813,True,True,True
0.5,standard,0.0,48,0.8192317623627641,0.1908531634012591,0.03642492998026771,0.0027355549124901124,0.0032582869554357765,0.014762468078759998,0.02847292334461577,0.034004688041620136,0.030981313373809993,0.148282983411698,True,True,True
0.5,standard,0.0,49,1.034503619999426,1.3038019632098041,1.6998995592697395,0.0010993497953303013,0.0015551885792888256,0.6889433416731933,0.8746116738217934,1.4005193997506078,0.20745375148118347,0.32986279648273237,True,True,True
0.5,standard,0.0,50,0.8196973087153143,1.1043505197509575,1.21959007047421,0.0025052328219033874,0.003246010610258366,0.4942812379955564,0.6232397477749768,1.0038825026943372,0.10554933387270836,0.2709333917026978,True,True,True
0.5,standard,0.0,51,0.9264356107634107,0.7740973763432185,0.5992267480614545,0.0036320773729112206,0.0043400430023218285,0.242857453534942,0.32500799624865145,0.4977601188051514,0.03872210632804981,0.24260038658616243,True,True,True
