lambda,seed,method,model,val_mse,val_directional_gain,deploy_mse,volatility,initial_risk,terminal_risk,mean_gain,mean_hazard,max_hazard,subspace,source
0.01,8,dtr,dtr,0.5722653269767761,0.15999695843663708,0.4843811094760895,0.06658089516430886,0.4333523213863373,0.17330771684646606,0.07760349751915782,0.18103917571377912,0.795707698093496,sensor_residual_target_orth_k3,subspace_ablation
0.01,9,dtr,dtr,0.41843611001968384,0.14372186003060178,0.4244194030761719,0.06200789407364575,0.32057997584342957,0.1598043143749237,0.07298877814318985,0.1732439300498325,0.7133199568646137,sensor_residual_target_orth_k3,subspace_ablation
0.03,0,dtr,dtr,0.5531141757965088,0.13212607153530778,0.5358596444129944,0.09034220790849884,0.43392327427864075,0.2904181182384491,0.08606915965210646,0.18708842765752792,0.8619676262946258,sensor_residual_target_orth_k3,subspace_ablation
0.03,1,dtr,dtr,0.549013614654541,0.11804546323315851,0.5565831065177917,0.1340636566101,0.40317702293395996,0.28735020756721497,0.08684576227096841,0.19477374629726113,0.7107082074548755,sensor_residual_target_orth_k3,subspace_ablation
0.03,2,dtr,dtr,0.6024568676948547,0.0740619421005249,0.7008581757545471,0.11198589386662856,0.5298808217048645,0.3776896297931671,0.08006447312654927,0.17828943788104984,0.6813526596166845,sensor_residual_target_orth_k3,subspace_ablation
0.03,3,dtr,dtr,0.43985769152641296,0.07807127442853204,0.6061473488807678,0.1167937090244359,0.3319557309150696,0.32326456904411316,0.07131619479041547,0.1758328724042127,0.6973403584094083,sensor_residual_target_orth_k3,subspace_ablation
0.03,4,dtr,dtr,0.3912006914615631,0.060861238940008756,0.4686124920845032,0.07992461775864731,0.3106642961502075,0.1966979056596756,0.0729504160117358,0.16419121202885076,0.6082331265724531,sensor_residual_target_orth_k3,subspace_ablation
0.03,5,dtr,dtr,0.5158715844154358,0.08169717953122896,0.5933187007904053,0.09158120133291672,0.4088689088821411,0.2701264023780823,0.06605101646855474,0.14900634073384217,0.6617169834943345,sensor_residual_target_orth_k3,subspace_ablation
0.03,6,dtr,dtr,0.5271558165550232,0.06475985009094765,0.7674123048782349,0.10327741176394552,0.42448288202285767,0.537983238697052,0.0876671000267379,0.20160339284368906,0.7313460915167843,sensor_residual_target_orth_k3,subspace_ablation
0.03,7,dtr,dtr,0.36303645372390747,0.08257806876610066,0.47758176922798157,0.04167505091698955,0.2957063615322113,0.25164687633514404,0.07315195414703339,0.1730066882019651,0.7463454043486369,sensor_residual_target_orth_k3,subspace_ablation
0.03,8,dtr,dtr,0.5633159875869751,0.08718186904644144,0.5753344297409058,0.08984905417169273,0.46348893642425537,0.25226813554763794,0.07809973940020427,0.17454895305978674,0.7553736614927831,sensor_residual_target_orth_k3,subspace_ablation
0.03,9,dtr,dtr,0.4889979362487793,0.1047132031670932,0.5138466358184814,0.10059918577838609,0.39545127749443054,0.2130594700574875,0.07331906498875469,0.17013112311861453,0.6531593473881434,sensor_residual_target_orth_k3,subspace_ablation
0.08,0,dtr,dtr,0.5562546253204346,0.06508129629595526,0.7165743112564087,0.11995287227341118,0.47835826873779297,0.42678117752075195,0.08775832050014287,0.19852639321677432,0.69047345402645,sensor_residual_target_orth_k3,subspace_ablation
0.08,1,dtr,dtr,0.4290882349014282,0.057935272414108806,0.657899796962738,0.11104636206772278,0.3536839783191681,0.47117283940315247,0.08098116180626676,0.17912245771654164,0.6402160837903106,sensor_residual_target_orth_k3,subspace_ablation
0.08,2,dtr,dtr,0.5338937640190125,0.03669424098113488,0.7456415295600891,0.1114374036778623,0.48359307646751404,0.4869653582572937,0.07709307548357174,0.16895925650650276,0.6083507527164685,sensor_residual_target_orth_k3,subspace_ablation
0.08,3,dtr,dtr,0.352031409740448,0.033473310388367754,0.6674807071685791,0.12942103360252366,0.29392436146736145,0.45383939146995544,0.07352700079791248,0.1757109690860855,0.6719758881912419,sensor_residual_target_orth_k3,subspace_ablation
0.08,4,dtr,dtr,0.3503808379173279,0.028659716556812154,0.5106720924377441,0.07881560434523896,0.286539226770401,0.2687109112739563,0.07560667342040688,0.16823151934123665,0.596278212602652,sensor_residual_target_orth_k3,subspace_ablation
0.08,5,dtr,dtr,0.48428261280059814,0.03240357103018925,0.7256237864494324,0.10899954281314155,0.42137062549591064,0.43084701895713806,0.06819029753096402,0.1502288503053054,0.6137210570918806,sensor_residual_target_orth_k3,subspace_ablation
0.08,6,dtr,dtr,0.5413990020751953,0.03524430949112465,0.9135968685150146,0.1340993112942927,0.4567015767097473,0.6762503981590271,0.08471289580920711,0.19679370963115905,0.7369850572622697,sensor_residual_target_orth_k3,subspace_ablation
0.08,7,dtr,dtr,0.32249218225479126,0.037240646214320744,0.6181780695915222,0.061117056216787743,0.29132044315338135,0.4469021260738373,0.0713132131844759,0.16786601108529392,0.689603572815174,sensor_residual_target_orth_k3,subspace_ablation
0.08,8,dtr,dtr,0.5232135653495789,0.04322362727132337,0.6335126161575317,0.09700610782888588,0.4443728029727936,0.30786290764808655,0.0788657293538563,0.17518025386534786,0.7035762362068871,sensor_residual_target_orth_k3,subspace_ablation
0.08,9,dtr,dtr,0.6323567032814026,0.0534370730663168,0.6178017258644104,0.13743913696467178,0.5293872356414795,0.29482948780059814,0.0753619072260335,0.16265170738833745,0.6199143557566792,sensor_residual_target_orth_k3,subspace_ablation
0.0,0,standard,standard,0.576192319393158,0.24937147600897427,0.4578133225440979,0.08978220097967829,0.4284462034702301,0.15107622742652893,0.08612318128580228,0.1926075782898522,0.8977176161331512,sensor_residual_target_orth_k3,subspace_ablation
0.0,1,standard,standard,0.5339024662971497,0.24876104223317114,0.4437616765499115,0.08649754307718685,0.3633093535900116,0.17603157460689545,0.08767702484037727,0.21203363552132476,0.7907218189751611,sensor_residual_target_orth_k3,subspace_ablation
0.0,2,standard,standard,0.5773881673812866,0.14151248438604946,0.5285694599151611,0.10246372028891153,0.46604079008102417,0.17984828352928162,0.08561341818422079,0.19299958318535404,0.7848976348693673,sensor_residual_target_orth_k3,subspace_ablation
0.0,3,standard,standard,0.5038521885871887,0.19372562046708733,0.47765278816223145,0.08124698457713067,0.3648114502429962,0.14974942803382874,0.07398082152940333,0.18254650321786087,0.6974579533871162,sensor_residual_target_orth_k3,subspace_ablation
0.0,4,standard,standard,0.42038848996162415,0.17668324503405342,0.3967437148094177,0.062259327435847125,0.29537326097488403,0.15059009194374084,0.07047706849407405,0.16766466225241103,0.7042569870277824,sensor_residual_target_orth_k3,subspace_ablation
0.0,5,standard,standard,0.5110085010528564,0.2727173969663423,0.4098236560821533,0.05159957392145803,0.3448408842086792,0.15880370140075684,0.06871336433105171,0.17628226476196238,0.7731838906309302,sensor_residual_target_orth_k3,subspace_ablation
0.0,6,standard,standard,0.6695612668991089,0.17351550562628384,0.5947054624557495,0.10635126380949697,0.49238067865371704,0.2506366968154907,0.09089135467074812,0.20649662264369634,0.7599386958657647,sensor_residual_target_orth_k3,subspace_ablation
0.0,7,standard,standard,0.4026200473308563,0.2176089155262914,0.38039344549179077,0.04421155169237126,0.2742616534233093,0.1665870100259781,0.07861695608589798,0.20045095383724698,0.8470168811026607,sensor_residual_target_orth_k3,subspace_ablation
0.0,8,standard,standard,0.5816845893859863,0.24099591682697163,0.42704254388809204,0.05600211938302504,0.42732974886894226,0.13034212589263916,0.07436683275736869,0.17501667214841127,0.7978522852910875,sensor_residual_target_orth_k3,subspace_ablation
0.0,9,standard,standard,0.4091055989265442,0.19259861913220636,0.3779805898666382,0.0507212284984188,0.3001631498336792,0.13950321078300476,0.07460477172862738,0.18175412147450187,0.746667945151965,sensor_residual_target_orth_k3,subspace_ablation
0.003,0,dtr,dtr,0.6496536731719971,0.09317138770530964,0.46824315190315247,0.09741841733508934,0.4850197434425354,0.14765378832817078,0.08631901135668159,0.18898424639864178,0.8893194986095645,sensor_target_orth_k1,subspace_ablation
0.003,1,dtr,dtr,0.5391381978988647,0.03769492198681009,0.44252607226371765,0.08949251981272399,0.3648378849029541,0.17779183387756348,0.08846963508985936,0.2138750425692054,0.8136417913625361,sensor_target_orth_k1,subspace_ablation
0.003,2,dtr,dtr,0.6037768721580505,0.015339136945790258,0.5252658128738403,0.0949001032546556,0.48556026816368103,0.17919759452342987,0.08486374628264456,0.19095755797647893,0.7657539622823175,sensor_target_orth_k1,subspace_ablation
0.003,3,dtr,dtr,0.5055229067802429,0.016815045784259665,0.47046393156051636,0.07887089778820029,0.3726447522640228,0.1461743861436844,0.07552146706730127,0.1869428287163085,0.7285373461772382,sensor_target_orth_k1,subspace_ablation
0.003,4,dtr,dtr,0.43045103549957275,0.01964157038721545,0.38747069239616394,0.05822367551625118,0.3036363124847412,0.1503238081932068,0.06828707039821894,0.1631313558314523,0.7145826961214586,sensor_target_orth_k1,subspace_ablation
0.003,5,dtr,dtr,0.49930599331855774,0.02434357713008749,0.40420395135879517,0.052157698805725426,0.3372754454612732,0.14917926490306854,0.06881671301089227,0.17120826953514195,0.7664605121283299,sensor_target_orth_k1,subspace_ablation
0.003,6,dtr,dtr,0.6696237325668335,0.024777710848841172,0.5741159319877625,0.103182837298006,0.48501309752464294,0.24302931129932404,0.0909359456738457,0.20646374859607156,0.7618680669394744,sensor_target_orth_k1,subspace_ablation
0.003,7,dtr,dtr,0.40236905217170715,0.04744532683800007,0.37624675035476685,0.042993112010022774,0.2785220444202423,0.17048859596252441,0.07827027724124491,0.20020801447129938,0.8502865998533313,sensor_target_orth_k1,subspace_ablation
0.003,8,dtr,dtr,0.5921395421028137,0.01105619216787404,0.4289274215698242,0.05633254172720712,0.43083223700523376,0.12940512597560883,0.07535099918022752,0.1773072336541946,0.7903139502571391,sensor_target_orth_k1,subspace_ablation
0.003,9,dtr,dtr,0.4070538878440857,0.01611909558033121,0.3795976936817169,0.050966398862402076,0.30260342359542847,0.13913403451442719,0.07493830411694943,0.18451262794321616,0.7493362232001998,sensor_target_orth_k1,subspace_ablation
0.01,0,dtr,dtr,0.6693754196166992,0.06647017906452048,0.44810810685157776,0.08399308601106627,0.4942179322242737,0.14693507552146912,0.08525924682617188,0.18525406642387168,0.8757104407209002,sensor_target_orth_k1,subspace_ablation
0.01,1,dtr,dtr,0.5791485905647278,0.03430237030160838,0.44736048579216003,0.09796578125712903,0.39302757382392883,0.17737449705600739,0.0902160326950252,0.21125944782402897,0.7657506670147892,sensor_target_orth_k1,subspace_ablation
0.01,2,dtr,dtr,0.611625611782074,0.012362906850617507,0.5266255736351013,0.10414564028677223,0.4942072629928589,0.1733277142047882,0.08554061693139374,0.19338049338822538,0.7695512361903805,sensor_target_orth_k1,subspace_ablation
0.01,3,dtr,dtr,0.518341600894928,0.0140962867901243,0.4745049774646759,0.0862003248473439,0.37263956665992737,0.14646762609481812,0.07461590729653836,0.1832411583939373,0.7164198155471305,sensor_target_orth_k1,subspace_ablation
0.01,4,dtr,dtr,0.435053288936615,0.012365015108009865,0.40384620428085327,0.06547313828898696,0.29078978300094604,0.1513986587524414,0.07262775027193129,0.17520913738900007,0.7679209607020234,sensor_target_orth_k1,subspace_ablation
0.01,5,dtr,dtr,0.5186273455619812,0.01814952040540761,0.40013420581817627,0.0525859826383106,0.35266709327697754,0.15198065340518951,0.0696088605094701,0.17237695324915486,0.7735382217977812,sensor_target_orth_k1,subspace_ablation
0.01,6,dtr,dtr,0.6278738379478455,0.020028708926562604,0.5574583411216736,0.08643277361674837,0.4534507691860199,0.22258156538009644,0.08811073936522007,0.20393404920760666,0.7617727389608858,sensor_target_orth_k1,subspace_ablation
0.01,7,dtr,dtr,0.42695364356040955,0.041611211464322846,0.3799617886543274,0.04829360824481378,0.29268431663513184,0.16141442954540253,0.07868785492610186,0.19205024254918568,0.8746838747519692,sensor_target_orth_k1,subspace_ablation
0.01,8,dtr,dtr,0.5934598445892334,0.009376060859910372,0.4202679395675659,0.057595854899160345,0.42673227190971375,0.12575045228004456,0.07698015538044274,0.18147968238379,0.8058181672237607,sensor_target_orth_k1,subspace_ablation
0.01,9,dtr,dtr,0.4324627220630646,0.010392395484036412,0.3814208209514618,0.05160896419909442,0.32079535722732544,0.13781040906906128,0.07486787280067801,0.18031288778762505,0.7505222562276452,sensor_target_orth_k1,subspace_ablation
0.03,0,dtr,dtr,0.6969546675682068,0.048028899061268775,0.4477362334728241,0.08944576111681113,0.5056490302085876,0.1493941843509674,0.08637671512551606,0.19134805333812768,0.8789576949683359,sensor_target_orth_k1,subspace_ablation
0.03,1,dtr,dtr,0.6180534362792969,0.014441883769528619,0.4241771101951599,0.07875198743232278,0.4257173240184784,0.15889257192611694,0.08728715069592,0.21040382167971056,0.8871174535702316,sensor_target_orth_k1,subspace_ablation
0.03,2,dtr,dtr,0.6296204328536987,0.009808736422966266,0.518047571182251,0.10964705551280707,0.5057090520858765,0.17005781829357147,0.08401825298788027,0.1918884732507627,0.7451700368078191,sensor_target_orth_k1,subspace_ablation
0.03,3,dtr,dtr,0.5727748870849609,0.006677948760575262,0.47505804896354675,0.09063123064026632,0.40285295248031616,0.14580972492694855,0.07618071832694114,0.18799899040915038,0.7459024577415285,sensor_target_orth_k1,subspace_ablation
0.03,4,dtr,dtr,0.4187811017036438,0.010250700342244115,0.406537264585495,0.062456630109788594,0.2877216935157776,0.16551506519317627,0.07803609939292074,0.19531150477510745,0.9000047721107843,sensor_target_orth_k1,subspace_ablation
0.03,5,dtr,dtr,0.5554152727127075,0.010054628191323117,0.38710910081863403,0.048057967817543665,0.38594165444374084,0.17053450644016266,0.06907956087961793,0.16871088574895005,0.8169129010450759,sensor_target_orth_k1,subspace_ablation
0.03,6,dtr,dtr,0.6456048488616943,0.01146667615093034,0.5514136552810669,0.08761111142386524,0.4619688391685486,0.1953429877758026,0.08744169445708394,0.2074885590813406,0.8405918258074373,sensor_target_orth_k1,subspace_ablation
0.03,7,dtr,dtr,0.45865127444267273,0.038681563837774866,0.36908915638923645,0.04557008882962832,0.3069964647293091,0.1572011560201645,0.07512965225614607,0.17972711995688928,0.791946542572515,sensor_target_orth_k1,subspace_ablation
0.03,8,dtr,dtr,0.6877549886703491,0.006395251586519438,0.456448495388031,0.0765935017861564,0.4964306354522705,0.1292499601840973,0.07737965254345909,0.18007930788338716,0.789512183892828,sensor_target_orth_k1,subspace_ablation
0.03,9,dtr,dtr,0.46919265389442444,0.004861255915000521,0.3898855745792389,0.05909472090779694,0.352323055267334,0.13414640724658966,0.0742081482661888,0.178275349898742,0.7221104303334629,sensor_target_orth_k1,subspace_ablation
0.08,0,dtr,dtr,0.714637815952301,0.020265965626157564,0.4383288323879242,0.0796548228616703,0.5354079604148865,0.13674019277095795,0.08567008668323979,0.1908812521098986,0.7984789727976178,sensor_target_orth_k1,subspace_ablation
0.08,1,dtr,dtr,0.5643091201782227,0.0074230385237726675,0.4136035740375519,0.08637707125690555,0.3831726312637329,0.17379505932331085,0.08082920419983566,0.18429535322226487,0.6893700705045721,sensor_target_orth_k1,subspace_ablation
0.08,2,dtr,dtr,0.5749491453170776,0.007899480030454438,0.4646824896335602,0.08385294463652723,0.43791794776916504,0.14430896937847137,0.08157263877801597,0.18577793536189716,0.7376862142610785,sensor_target_orth_k1,subspace_ablation
0.08,3,dtr,dtr,0.5709897875785828,0.00371329789531642,0.49465420842170715,0.10658274989794232,0.4033287763595581,0.1503865271806717,0.07650698202196508,0.19688400628209926,0.8786249279575828,sensor_target_orth_k1,subspace_ablation
0.08,4,dtr,dtr,0.4553619921207428,0.004976531246612812,0.41935452818870544,0.0640831774640533,0.31082218885421753,0.1645158976316452,0.07825893540866673,0.20093600891519414,0.9679742549159966,sensor_target_orth_k1,subspace_ablation
0.08,5,dtr,dtr,0.5261330604553223,0.005397564686577896,0.40560632944107056,0.054713699082748014,0.37504035234451294,0.18332989513874054,0.060885010100901124,0.1405491328898582,0.7023411522457726,sensor_target_orth_k1,subspace_ablation
0.08,6,dtr,dtr,0.6441049575805664,0.009642863581920492,0.5209252834320068,0.09445877599115572,0.46286875009536743,0.15612024068832397,0.08637546424288303,0.20638392531315958,0.7977514851616548,sensor_target_orth_k1,subspace_ablation
0.08,7,dtr,dtr,0.5049996972084045,0.031785736412837585,0.39373424649238586,0.04704255798223639,0.3661974370479584,0.1477726250886917,0.07628885111771525,0.18354110614079622,0.7704376566345428,sensor_target_orth_k1,subspace_ablation
0.08,8,dtr,dtr,0.7365918159484863,0.004616343255700736,0.4799193739891052,0.10547948561410944,0.5551052093505859,0.12479297816753387,0.07898097804863938,0.1770740456409894,0.7451977052441429,sensor_target_orth_k1,subspace_ablation
0.08,9,dtr,dtr,0.4738808870315552,0.002403695239075299,0.3916529715061188,0.06554169192832601,0.36504530906677246,0.13131295144557953,0.07226867985446006,0.17301203720530578,0.6947181116078831,sensor_target_orth_k1,subspace_ablation
0.0,0,standard,standard,0.576192319393158,0.09743083920972101,0.4578133225440979,0.08978220097967829,0.4284462034702301,0.15107622742652893,0.08612318128580228,0.1926075782898522,0.8977176161331512,sensor_target_orth_k1,subspace_ablation
0.0,1,standard,standard,0.5339024662971497,0.04121941410262009,0.4437616765499115,0.08649754307718685,0.3633093535900116,0.17603157460689545,0.08767702484037727,0.21203363552132476,0.7907218189751611,sensor_target_orth_k1,subspace_ablation
0.0,2,standard,standard,0.5773881673812866,0.021552861558979956,0.5285694599151611,0.10246372028891153,0.46604079008102417,0.17984828352928162,0.08561341818422079,0.19299958318535404,0.7848976348693673,sensor_target_orth_k1,subspace_ablation
0.0,3,standard,standard,0.5038521885871887,0.017800186420309134,0.47765278816223145,0.08124698457713067,0.3648114502429962,0.14974942803382874,0.07398082152940333,0.18254650321786087,0.6974579533871162,sensor_target_orth_k1,subspace_ablation
0.0,4,standard,standard,0.42038848996162415,0.019403221483888296,0.3967437148094177,0.062259327435847125,0.29537326097488403,0.15059009194374084,0.07047706849407405,0.16766466225241103,0.7042569870277824,sensor_target_orth_k1,subspace_ablation
0.0,5,standard,standard,0.5110085010528564,0.025450681406876136,0.4098236560821533,0.05159957392145803,0.3448408842086792,0.15880370140075684,0.06871336433105171,0.17628226476196238,0.7731838906309302,sensor_target_orth_k1,subspace_ablation
0.0,6,standard,standard,0.6695612668991089,0.02557653024278838,0.5947054624557495,0.10635126380949697,0.49238067865371704,0.2506366968154907,0.09089135467074812,0.20649662264369634,0.7599386958657647,sensor_target_orth_k1,subspace_ablation
0.0,7,standard,standard,0.4026200473308563,0.05673450930365201,0.38039344549179077,0.04421155169237126,0.2742616534233093,0.1665870100259781,0.07861695608589798,0.20045095383724698,0.8470168811026607,sensor_target_orth_k1,subspace_ablation
0.0,8,standard,standard,0.5816845893859863,0.013547912240028381,0.42704254388809204,0.05600211938302504,0.42732974886894226,0.13034212589263916,0.07436683275736869,0.17501667214841127,0.7978522852910875,sensor_target_orth_k1,subspace_ablation
0.0,9,standard,standard,0.4091055989265442,0.017939739802788044,0.3779805898666382,0.0507212284984188,0.3001631498336792,0.13950321078300476,0.07460477172862738,0.18175412147450187,0.746667945151965,sensor_target_orth_k1,subspace_ablation
0.003,0,dtr,dtr,0.630606472492218,0.10215581038902546,0.44956865906715393,0.0859709722574521,0.46518224477767944,0.1430312991142273,0.0856701982789673,0.1887123517880871,0.893580128658894,sensor_target_orth_k2,subspace_ablation
0.003,1,dtr,dtr,0.5243172645568848,0.060009056946326945,0.4419654905796051,0.08899478344674774,0.34909242391586304,0.1916140615940094,0.09225073128473013,0.22214399111385447,0.8320250006081684,sensor_target_orth_k2,subspace_ablation
0.003,2,dtr,dtr,0.5441457033157349,0.026771852476843473,0.4853796362876892,0.0785667783553748,0.4218733012676239,0.16705547273159027,0.08355397006962448,0.1911752837402062,0.7654255477327307,sensor_target_orth_k2,subspace_ablation
0.003,3,dtr,dtr,0.5035838484764099,0.024900160986801673,0.4574023187160492,0.0752264067374174,0.37017688155174255,0.14462842047214508,0.07546518398448825,0.1865610967570183,0.7265259403606475,sensor_target_orth_k2,subspace_ablation
0.003,4,dtr,dtr,0.4076373875141144,0.025187075343625298,0.38077786564826965,0.057248924007594446,0.289447546005249,0.15211597084999084,0.06820728202583268,0.16175079832771128,0.6931669451048348,sensor_target_orth_k2,subspace_ablation
0.003,5,dtr,dtr,0.4801771640777588,0.03073272417331564,0.38768255710601807,0.04960018801463217,0.32405075430870056,0.15792904794216156,0.06848776915576309,0.1724280498774351,0.7737279850212089,sensor_target_orth_k2,subspace_ablation
0.003,6,dtr,dtr,0.6709389686584473,0.04938801568129967,0.5539730787277222,0.10062184865303922,0.4842804968357086,0.22148145735263824,0.09027246332261711,0.20433843150569903,0.7607047560357139,sensor_target_orth_k2,subspace_ablation
0.003,7,dtr,dtr,0.3934560716152191,0.05051868044096848,0.36663973331451416,0.04359075310524077,0.2704896926879883,0.1671099066734314,0.07642934003379195,0.1938151895014117,0.837901496722344,sensor_target_orth_k2,subspace_ablation
0.003,8,dtr,dtr,0.5842117071151733,0.015161972621391559,0.4226267635822296,0.054998997458529916,0.42376312613487244,0.12715069949626923,0.0747578458627686,0.17640799270540272,0.8000329908757611,sensor_target_orth_k2,subspace_ablation
0.003,9,dtr,dtr,0.41560184955596924,0.026464784967488254,0.37850484251976013,0.05040547322973961,0.3061094284057617,0.13829615712165833,0.07557436234783381,0.1851887960146544,0.7580581181052742,sensor_target_orth_k2,subspace_ablation
0.01,0,dtr,dtr,0.6798825263977051,0.0869659711574686,0.4518885016441345,0.10799460010904124,0.48358801007270813,0.13606728613376617,0.08840583465062082,0.19487174225085935,0.8459044759998088,sensor_target_orth_k2,subspace_ablation
0.01,1,dtr,dtr,0.5522996187210083,0.05003945786377479,0.4428263306617737,0.09787964443126054,0.3657011389732361,0.18102826178073883,0.09098018510267139,0.2139257066500344,0.7570232276533663,sensor_target_orth_k2,subspace_ablation
0.01,2,dtr,dtr,0.5369417667388916,0.021392523009201577,0.4599669575691223,0.07936834229863426,0.41667571663856506,0.15062996745109558,0.08321678033098578,0.19016396863600232,0.7571870003158385,sensor_target_orth_k2,subspace_ablation
0.01,3,dtr,dtr,0.5202620029449463,0.01698620812646274,0.4459798336029053,0.07815434670230961,0.3739045262336731,0.14283567667007446,0.07380682020448148,0.184640100674746,0.7141608595279075,sensor_target_orth_k2,subspace_ablation
0.01,4,dtr,dtr,0.43974563479423523,0.018666145102731114,0.39935892820358276,0.06160236358059051,0.297911673784256,0.15184126794338226,0.07315674973651767,0.17520401013539538,0.7630098685091037,sensor_target_orth_k2,subspace_ablation
0.01,5,dtr,dtr,0.5194223523139954,0.019423124913511607,0.3964470326900482,0.05269902885869968,0.3478049039840698,0.1550641804933548,0.06758478931151331,0.1670682653312575,0.7512723439296979,sensor_target_orth_k2,subspace_ablation
0.01,6,dtr,dtr,0.6499765515327454,0.0339350085833977,0.5045295357704163,0.08572529752836304,0.453822523355484,0.1807410717010498,0.08647170164622367,0.1954579197961885,0.6795398875586188,sensor_target_orth_k2,subspace_ablation
0.01,7,dtr,dtr,0.4311116635799408,0.04313835481117512,0.3721923232078552,0.04782894540455556,0.2947390377521515,0.16485343873500824,0.0791290980996564,0.19485265217167444,0.8741051561732183,sensor_target_orth_k2,subspace_ablation
0.01,8,dtr,dtr,0.5732307434082031,0.013245892627485868,0.40290388464927673,0.055143214533579475,0.4120062291622162,0.12441248446702957,0.07849854053929448,0.18621226675474076,0.8107006415151615,sensor_target_orth_k2,subspace_ablation
0.01,9,dtr,dtr,0.42012059688568115,0.01715305735324991,0.371906042098999,0.04976049297446249,0.3146522641181946,0.1336343139410019,0.07503653923049569,0.18346391647335997,0.7441151325893944,sensor_target_orth_k2,subspace_ablation
0.03,0,dtr,dtr,0.6792458295822144,0.060064454736380744,0.4338773488998413,0.0934107749994734,0.4772331416606903,0.13307777047157288,0.08042959410231561,0.17976457470230042,0.7835855223937199,sensor_target_orth_k2,subspace_ablation
0.03,1,dtr,dtr,0.5858596563339233,0.022853604267383445,0.41352221369743347,0.07359647044861997,0.41153451800346375,0.1461876779794693,0.08039179327897727,0.19016428895861556,0.7965654538421533,sensor_target_orth_k2,subspace_ablation
0.03,2,dtr,dtr,0.657225489616394,0.016365560169877676,0.512363612651825,0.11377467284141082,0.5311627388000488,0.15295159816741943,0.08417074319440872,0.19016993424847978,0.7184243454115951,sensor_target_orth_k2,subspace_ablation
0.03,3,dtr,dtr,0.5399757027626038,0.017472344431383856,0.4294426441192627,0.07587949033285826,0.3855694830417633,0.13941548764705658,0.07271013311110437,0.18191844369028312,0.7343373403948402,sensor_target_orth_k2,subspace_ablation
0.03,4,dtr,dtr,0.42726972699165344,0.015455629907805343,0.4251992702484131,0.06959284137827078,0.2992408573627472,0.15512554347515106,0.07721356269903482,0.19452868198001352,0.8931063731307631,sensor_target_orth_k2,subspace_ablation
0.03,5,dtr,dtr,0.518633246421814,0.014704761114613763,0.38530656695365906,0.05087775602835979,0.34906378388404846,0.1872079223394394,0.06611913146916777,0.16043461090520067,0.7767116935483532,sensor_target_orth_k2,subspace_ablation
0.03,6,dtr,dtr,0.6389471888542175,0.02313863491189891,0.48705604672431946,0.07869635242728279,0.4503687620162964,0.15979719161987305,0.08536300321575255,0.19749942086780467,0.7256790217455051,sensor_target_orth_k2,subspace_ablation
0.03,7,dtr,dtr,0.4332997500896454,0.04474931420951054,0.36389490962028503,0.04415596478746241,0.2955460548400879,0.16159851849079132,0.07582155482377857,0.18314202791694428,0.7758279523568704,sensor_target_orth_k2,subspace_ablation
0.03,8,dtr,dtr,0.6516716480255127,0.011364557414219297,0.4438011944293976,0.07170197672274506,0.47162342071533203,0.1255492866039276,0.07560589683707804,0.17597401533843288,0.7373943818153835,sensor_target_orth_k2,subspace_ablation
0.03,9,dtr,dtr,0.4430132508277893,0.013448085867125412,0.37386730313301086,0.05226839779631881,0.3338034152984619,0.1313769817352295,0.07343810573220252,0.1782396499528794,0.6879026595564735,sensor_target_orth_k2,subspace_ablation
0.08,0,dtr,dtr,0.6868136525154114,0.0337233461182693,0.4347832202911377,0.0792404508606572,0.510749340057373,0.13540570437908173,0.07718700354453176,0.17706535195397063,0.7023849992463529,sensor_target_orth_k2,subspace_ablation
0.08,1,dtr,dtr,0.5916101336479187,0.013686024115003389,0.4425705671310425,0.1053667159694831,0.4346793293952942,0.1400110125541687,0.07559755747206509,0.17217797973292115,0.6258810737378542,sensor_target_orth_k2,subspace_ablation
0.08,2,dtr,dtr,0.6064693927764893,0.010872312147041848,0.49659350514411926,0.09329539598397268,0.4927489459514618,0.1481395959854126,0.07837161035276949,0.17852591960339576,0.6579381552104874,sensor_target_orth_k2,subspace_ablation
0.08,3,dtr,dtr,0.5646286606788635,0.007974089425185632,0.4373563230037689,0.07240768056386535,0.42733994126319885,0.1386481523513794,0.06713592906016856,0.16298030139074424,0.6116860548521268,sensor_target_orth_k2,subspace_ablation
0.08,4,dtr,dtr,0.43365320563316345,0.009267206130356625,0.44401347637176514,0.07379396929869844,0.32209381461143494,0.15183861553668976,0.07462754771113396,0.19085135482797969,0.9049567428866772,sensor_target_orth_k2,subspace_ablation
0.08,5,dtr,dtr,0.5350582003593445,0.008048381784866596,0.4200192391872406,0.057342513968605936,0.39141520857810974,0.17381906509399414,0.05985402935184538,0.13666824963641083,0.6581784120421038,sensor_target_orth_k2,subspace_ablation
0.08,6,dtr,dtr,0.6895641088485718,0.012805728460180348,0.5163854956626892,0.10695709570850917,0.5221924185752869,0.14496172964572906,0.0791258238721639,0.18053566016955286,0.6588101489094529,sensor_target_orth_k2,subspace_ablation
0.08,7,dtr,dtr,0.4720928966999054,0.034742948104595314,0.391022652387619,0.04282232193555851,0.34584707021713257,0.14237187802791595,0.07305304249748587,0.17993850017797927,0.7080438385257006,sensor_target_orth_k2,subspace_ablation
