basis,dataset,deploy_mse,initial_risk,lambda,max_hazard,mean_gain,mean_hazard,method,seed,terminal_risk,val_directional_gain,val_mse,volatility
random_control,Air Quality,0.4592974185943603,0.3348158299922943,0.03,0.6935520184032632,0.0678054998395964,0.1584207190766415,dtr,7,0.1657631546258926,0.0579455581204644,0.438042014837265,0.0505876428167154
random_control,Air Quality,0.5779297947883606,0.5430467128753662,0.03,0.7326892534417231,0.0742214012891054,0.1714784843563853,dtr,8,0.2042385786771774,0.0170975841324904,0.6945968270301819,0.1123503833066491
random_control,Air Quality,0.4583455324172973,0.3460829257965088,0.03,0.6453775610289992,0.0664682780858129,0.166211694388381,dtr,9,0.1679160594940185,0.0259825994228494,0.434394508600235,0.0687457470286561
random_control,Air Quality,0.609184205532074,0.6573662161827087,0.08,0.7748759932702427,0.0769195211469195,0.1642072725368834,dtr,0,0.2439964562654495,0.0219801674629079,0.7186477780342102,0.1246494908078037
random_control,Air Quality,0.6930477619171143,0.5044941902160645,0.08,0.5757778413148145,0.0747116622980684,0.1681997790912678,dtr,1,0.3511630594730377,0.0213322918990562,0.6295918226242065,0.1872066980954539
random_control,Air Quality,0.774371862411499,0.6490632891654968,0.08,0.6022487032150398,0.0754502402851358,0.1647652377748222,dtr,2,0.3367199003696441,0.0112574776698803,0.709060788154602,0.1718493771697611
random_control,Air Quality,0.6521255970001221,0.4760195612907409,0.08,0.6231910817835883,0.0669510424952022,0.1570336345587301,dtr,3,0.2945749461650848,0.0133792519569396,0.5668196082115173,0.1113412918539913
random_control,Air Quality,0.4752560257911682,0.3768242299556732,0.08,0.7316722225089831,0.0697275455109775,0.1665328433740886,dtr,4,0.1857116520404815,0.0151399959777963,0.4515900611877441,0.0775634410609582
random_control,Air Quality,0.6146416664123535,0.4662626385688782,0.08,0.5983286989246241,0.0543646683683618,0.1213449411069905,dtr,5,0.2175325751304626,0.0102044504264305,0.5259768962860107,0.0858990494698487
random_control,Air Quality,0.9115755558013916,0.640612781047821,0.08,0.7369503242770746,0.0830839766189455,0.1957165242821737,dtr,6,0.4413086473941803,0.0132774562671266,0.7523139715194702,0.1779365585324058
