block,block_start,lambda,seed,method,model,risk,speed,gain,hazard,n_obs,subspace,source
14,2005-01-12,0.003,1,dtr,dtr,0.7567160129547119,1.3407779932022095,0.007190043106675148,0.012925437150778268,279,all_features_k2,subspace_ablation
15,2005-01-26,0.003,1,dtr,dtr,0.20969508588314056,2.018606662750244,0.09127561748027802,0.37192740878794583,296,all_features_k2,subspace_ablation
16,2005-02-11,0.003,1,dtr,dtr,0.16311241686344147,1.3082793951034546,0.05643094703555107,0.09658692541734806,281,all_features_k2,subspace_ablation
17,2005-02-23,0.003,1,dtr,dtr,0.24626915156841278,0.8407312631607056,0.0768452063202858,0.05431642470725663,331,all_features_k2,subspace_ablation
18,2005-03-09,0.003,1,dtr,dtr,0.4126765727996826,2.808095932006836,0.032157205045223236,0.2535725135253233,320,all_features_k2,subspace_ablation
19,2005-03-23,0.003,1,dtr,dtr,0.17333319783210754,1.157148838043213,0.13487955927848816,0.1806028441717258,281,all_features_k2,subspace_ablation
0,2004-06-30,0.01,1,dtr,dtr,0.3927541673183441,0.0,0.0,0.0,332,all_features_k2,subspace_ablation
1,2004-07-14,0.01,1,dtr,dtr,0.5266286134719849,0.589765727519989,0.06992963701486588,0.024323179027266786,213,all_features_k2,subspace_ablation
2,2004-07-31,0.01,1,dtr,dtr,1.2665566205978394,2.501310348510742,0.051187485456466675,0.3202572392191885,195,all_features_k2,subspace_ablation
3,2004-08-11,0.01,1,dtr,dtr,1.0630779266357422,1.4069782495498657,0.008188251405954361,0.016209362543214808,220,all_features_k2,subspace_ablation
4,2004-08-25,0.01,1,dtr,dtr,0.45469629764556885,1.578414797782898,0.16585995256900787,0.41322237023316927,166,all_features_k2,subspace_ablation
5,2004-09-08,0.01,1,dtr,dtr,0.41481098532676697,1.030644178390503,0.17103499174118042,0.18167805842603127,237,all_features_k2,subspace_ablation
6,2004-09-22,0.01,1,dtr,dtr,0.24494019150733948,1.0603092908859253,0.05728137865662575,0.06439892174787586,201,all_features_k2,subspace_ablation
7,2004-10-07,0.01,1,dtr,dtr,0.1986360400915146,2.3673222064971924,0.007120369002223015,0.039904074704730806,116,all_features_k2,subspace_ablation
8,2004-10-20,0.01,1,dtr,dtr,0.26291728019714355,0.7426848411560059,0.24981316924095154,0.13779214106618143,322,all_features_k2,subspace_ablation
9,2004-11-03,0.01,1,dtr,dtr,0.25637051463127136,4.305335521697998,0.04404193162918091,0.8163574550638261,305,all_features_k2,subspace_ablation
10,2004-11-17,0.01,1,dtr,dtr,0.9242105484008789,1.8594954013824463,0.20453988015651703,0.7072422782577494,328,all_features_k2,subspace_ablation
11,2004-12-01,0.01,1,dtr,dtr,0.34148719906806946,1.149946928024292,0.22733235359191895,0.3006192888181858,307,all_features_k2,subspace_ablation
12,2004-12-17,0.01,1,dtr,dtr,0.8748844265937805,1.5976122617721558,0.008426475338637829,0.021507440213390256,237,all_features_k2,subspace_ablation
13,2005-01-01,0.01,1,dtr,dtr,0.2611698508262634,1.4250354766845703,0.05704757198691368,0.1158479939350695,224,all_features_k2,subspace_ablation
14,2005-01-12,0.01,1,dtr,dtr,0.7445394992828369,1.3407779932022095,0.006210688501596451,0.01116486545343783,279,all_features_k2,subspace_ablation
15,2005-01-26,0.01,1,dtr,dtr,0.19784234464168549,2.018606662750244,0.08304490149021149,0.3383891106623112,296,all_features_k2,subspace_ablation
16,2005-02-11,0.01,1,dtr,dtr,0.1568911075592041,1.3082793951034546,0.055134665220975876,0.09436821597649177,281,all_features_k2,subspace_ablation
17,2005-02-23,0.01,1,dtr,dtr,0.23752349615097046,0.8407312631607056,0.07838398963212967,0.05540408146427267,331,all_features_k2,subspace_ablation
18,2005-03-09,0.01,1,dtr,dtr,0.4249342083930969,2.808095932006836,0.026513243094086647,0.20906760035956973,320,all_features_k2,subspace_ablation
19,2005-03-23,0.01,1,dtr,dtr,0.16447991132736206,1.157148838043213,0.1296713650226593,0.17362910626337877,281,all_features_k2,subspace_ablation
0,2004-06-30,0.03,1,dtr,dtr,0.3419336676597595,0.0,0.0,0.0,332,all_features_k2,subspace_ablation
1,2004-07-14,0.03,1,dtr,dtr,0.4271271824836731,0.589765727519989,0.05773726478219032,0.020082384061901805,213,all_features_k2,subspace_ablation
2,2004-07-31,0.03,1,dtr,dtr,0.724708616733551,2.501310348510742,0.024380464106798172,0.15253767705323548,195,all_features_k2,subspace_ablation
3,2004-08-11,0.03,1,dtr,dtr,0.6122928857803345,1.4069782495498657,0.010502914898097515,0.0207914421411139,220,all_features_k2,subspace_ablation
4,2004-08-25,0.03,1,dtr,dtr,0.32806631922721863,1.578414797782898,0.15248797833919525,0.3799075235787845,166,all_features_k2,subspace_ablation
5,2004-09-08,0.03,1,dtr,dtr,0.3235541880130768,1.030644178390503,0.14139054715633392,0.15018891646470095,237,all_features_k2,subspace_ablation
6,2004-09-22,0.03,1,dtr,dtr,0.1665731817483902,1.0603092908859253,0.047983620315790176,0.05394586307742308,201,all_features_k2,subspace_ablation
7,2004-10-07,0.03,1,dtr,dtr,0.14727291464805603,2.3673222064971924,0.008494261652231216,0.047603663718318666,116,all_features_k2,subspace_ablation
8,2004-10-20,0.03,1,dtr,dtr,0.2163083851337433,0.7426848411560059,0.15042385458946228,0.08297090603465337,322,all_features_k2,subspace_ablation
9,2004-11-03,0.03,1,dtr,dtr,0.2007739245891571,4.305335521697998,0.03919854760169983,0.7265809054823478,305,all_features_k2,subspace_ablation
10,2004-11-17,0.03,1,dtr,dtr,0.9493141174316406,1.8594954013824463,0.15062324702739716,0.520813487837775,328,all_features_k2,subspace_ablation
11,2004-12-01,0.03,1,dtr,dtr,0.28450724482536316,1.149946928024292,0.1717490553855896,0.2271171615892974,307,all_features_k2,subspace_ablation
12,2004-12-17,0.03,1,dtr,dtr,0.8897088766098022,1.5976122617721558,0.007372015155851841,0.018816073013312947,237,all_features_k2,subspace_ablation
13,2005-01-01,0.03,1,dtr,dtr,0.2286810725927353,1.4250354766845703,0.02785053290426731,0.05655680434080759,224,all_features_k2,subspace_ablation
14,2005-01-12,0.03,1,dtr,dtr,0.7318276762962341,1.3407779932022095,0.004903394263237715,0.008814761390808067,279,all_features_k2,subspace_ablation
15,2005-01-26,0.03,1,dtr,dtr,0.17520858347415924,2.018606662750244,0.04504617676138878,0.18355293846450438,296,all_features_k2,subspace_ablation
16,2005-02-11,0.03,1,dtr,dtr,0.17636321485042572,1.3082793951034546,0.022158289328217506,0.0379260166832262,281,all_features_k2,subspace_ablation
17,2005-02-23,0.03,1,dtr,dtr,0.20299988985061646,0.8407312631607056,0.04257814586162567,0.030095470682041367,331,all_features_k2,subspace_ablation
18,2005-03-09,0.03,1,dtr,dtr,0.4491346776485443,2.808095932006836,0.014873409643769264,0.11728282550546439,320,all_features_k2,subspace_ablation
19,2005-03-23,0.03,1,dtr,dtr,0.1515509933233261,1.157148838043213,0.09746295213699341,0.1305022529097271,281,all_features_k2,subspace_ablation
0,2004-06-30,0.08,1,dtr,dtr,0.29225438833236694,0.0,0.0,0.0,332,all_features_k2,subspace_ablation
1,2004-07-14,0.08,1,dtr,dtr,0.3333977460861206,0.589765727519989,0.04277550429105759,0.01487833046569129,213,all_features_k2,subspace_ablation
2,2004-07-31,0.08,1,dtr,dtr,0.2967338263988495,2.501310348510742,0.004423325881361961,0.027674774845827123,195,all_features_k2,subspace_ablation
3,2004-08-11,0.08,1,dtr,dtr,0.26389673352241516,1.4069782495498657,0.02002565935254097,0.03964255083523826,220,all_features_k2,subspace_ablation
4,2004-08-25,0.08,1,dtr,dtr,0.2655869424343109,1.578414797782898,0.10509298741817474,0.26182796198349695,166,all_features_k2,subspace_ablation
5,2004-09-08,0.08,1,dtr,dtr,0.27861350774765015,1.030644178390503,0.13428178429603577,0.1426377936147965,237,all_features_k2,subspace_ablation
6,2004-09-22,0.08,1,dtr,dtr,0.16224615275859833,1.0603092908859253,0.04000500589609146,0.04497585960123722,201,all_features_k2,subspace_ablation
7,2004-10-07,0.08,1,dtr,dtr,0.1391567587852478,2.3673222064971924,0.01420917920768261,0.07963128714526635,116,all_features_k2,subspace_ablation
8,2004-10-20,0.08,1,dtr,dtr,0.20764422416687012,0.7426848411560059,0.1377013623714447,0.07595342393895328,322,all_features_k2,subspace_ablation
9,2004-11-03,0.08,1,dtr,dtr,0.2199135422706604,4.305335521697998,0.04365849122405052,0.809250036707691,305,all_features_k2,subspace_ablation
10,2004-11-17,0.08,1,dtr,dtr,1.0241591930389404,1.8594954013824463,0.09972139447927475,0.34480897401814037,328,all_features_k2,subspace_ablation
11,2004-12-01,0.08,1,dtr,dtr,0.3474533259868622,1.149946928024292,0.1250588744878769,0.16537509648289989,307,all_features_k2,subspace_ablation
12,2004-12-17,0.08,1,dtr,dtr,1.3042079210281372,1.5976122617721558,0.012068141251802444,0.030802300609574645,237,all_features_k2,subspace_ablation
13,2005-01-01,0.08,1,dtr,dtr,0.30592864751815796,1.4250354766845703,0.015426605008542538,0.0313272095765672,224,all_features_k2,subspace_ablation
14,2005-01-12,0.08,1,dtr,dtr,0.7607824206352234,1.3407779932022095,0.006549127399921417,0.011773272196593068,279,all_features_k2,subspace_ablation
15,2005-01-26,0.08,1,dtr,dtr,0.2949305772781372,2.018606662750244,0.03019934706389904,0.12305547977246749,296,all_features_k2,subspace_ablation
16,2005-02-11,0.08,1,dtr,dtr,0.2586532533168793,1.3082793951034546,0.020490046590566635,0.0350706607952946,281,all_features_k2,subspace_ablation
17,2005-02-23,0.08,1,dtr,dtr,0.33779484033584595,0.8407312631607056,0.02259690687060356,0.015972150371206962,331,all_features_k2,subspace_ablation
18,2005-03-09,0.08,1,dtr,dtr,0.4876073896884918,2.808095932006836,0.009816816076636314,0.07740954861803949,320,all_features_k2,subspace_ablation
19,2005-03-23,0.08,1,dtr,dtr,0.1732199788093567,1.157148838043213,0.06273706257343292,0.08400451481567534,281,all_features_k2,subspace_ablation
0,2004-06-30,0.0,1,standard,standard,0.3633093535900116,0.0,0.0,0.0,332,sensor_only_k1,subspace_ablation
1,2004-07-14,0.0,1,standard,standard,0.46581074595451355,0.589765727519989,0.06492885202169418,0.02258378792131944,213,sensor_only_k1,subspace_ablation
2,2004-07-31,0.0,1,standard,standard,1.1517995595932007,2.501310348510742,0.058177318423986435,0.36398950285391923,195,sensor_only_k1,subspace_ablation
3,2004-08-11,0.0,1,standard,standard,0.9711520671844482,1.4069782495498657,0.007894289679825306,0.015627439498058903,220,sensor_only_k1,subspace_ablation
4,2004-08-25,0.0,1,standard,standard,0.44631636142730713,1.578414797782898,0.17478039860725403,0.43544670949268705,166,sensor_only_k1,subspace_ablation
5,2004-09-08,0.0,1,standard,standard,0.4142194390296936,1.030644178390503,0.16940158605575562,0.17994301011498692,237,sensor_only_k1,subspace_ablation
6,2004-09-22,0.0,1,standard,standard,0.24140194058418274,1.0603092908859253,0.054374054074287415,0.06113034524597238,201,sensor_only_k1,subspace_ablation
7,2004-10-07,0.0,1,standard,standard,0.19944420456886292,2.3673222064971924,0.005534748081117868,0.03101791505915489,116,sensor_only_k1,subspace_ablation
8,2004-10-20,0.0,1,standard,standard,0.26728948950767517,0.7426848411560059,0.2417249083518982,0.13333081187048337,322,sensor_only_k1,subspace_ablation
9,2004-11-03,0.0,1,standard,standard,0.2477637678384781,4.305335521697998,0.04265890643000603,0.7907218189751611,305,sensor_only_k1,subspace_ablation
10,2004-11-17,0.0,1,standard,standard,0.9240242838859558,1.8594954013824463,0.21653863787651062,0.7487306605705648,328,sensor_only_k1,subspace_ablation
11,2004-12-01,0.0,1,standard,standard,0.3176860511302948,1.149946928024292,0.23048661649227142,0.3047904164859691,307,sensor_only_k1,subspace_ablation
12,2004-12-17,0.0,1,standard,standard,0.808178722858429,1.5976122617721558,0.010270826518535614,0.02621489750009962,237,sensor_only_k1,subspace_ablation
13,2005-01-01,0.0,1,standard,standard,0.2814019024372101,1.4250354766845703,0.06879080832004547,0.1396952905704252,224,sensor_only_k1,subspace_ablation
14,2005-01-12,0.0,1,standard,standard,0.7839218974113464,1.3407779932022095,0.008678670972585678,0.015601522069359698,279,sensor_only_k1,subspace_ablation
15,2005-01-26,0.0,1,standard,standard,0.20080718398094177,2.018606662750244,0.09262387454509735,0.37742125008249144,296,sensor_only_k1,subspace_ablation
16,2005-02-11,0.0,1,standard,standard,0.1700272262096405,1.3082793951034546,0.0578598752617836,0.09903267178993536,281,sensor_only_k1,subspace_ablation
17,2005-02-23,0.0,1,standard,standard,0.22736789286136627,0.8407312631607056,0.0769021213054657,0.0543566538725523,331,sensor_only_k1,subspace_ablation
18,2005-03-09,0.0,1,standard,standard,0.4190274178981781,2.808095932006836,0.032207928597927094,0.2539724891679814,320,sensor_only_k1,subspace_ablation
19,2005-03-23,0.0,1,standard,standard,0.17603157460689545,1.157148838043213,0.1397060751914978,0.18706551728537277,281,sensor_only_k1,subspace_ablation
0,2004-06-30,0.003,1,dtr,dtr,0.3669438064098358,0.0,0.0,0.0,332,sensor_only_k1,subspace_ablation
1,2004-07-14,0.003,1,dtr,dtr,0.47116902470588684,0.589765727519989,0.0643913596868515,0.022396835395262667,213,sensor_only_k1,subspace_ablation
2,2004-07-31,0.003,1,dtr,dtr,1.1761479377746582,2.501310348510742,0.059228621423244476,0.37056703627098025,195,sensor_only_k1,subspace_ablation
3,2004-08-11,0.003,1,dtr,dtr,0.9955410957336426,1.4069782495498657,0.007820484228432178,0.015481335127298271,220,sensor_only_k1,subspace_ablation
4,2004-08-25,0.003,1,dtr,dtr,0.4417150020599365,1.578414797782898,0.17612144351005554,0.438787779743471,166,sensor_only_k1,subspace_ablation
5,2004-09-08,0.003,1,dtr,dtr,0.4089389145374298,1.030644178390503,0.16911542415618896,0.1796390410980068,237,sensor_only_k1,subspace_ablation
6,2004-09-22,0.003,1,dtr,dtr,0.2397802174091339,1.0603092908859253,0.05378960445523262,0.060473274376419694,201,sensor_only_k1,subspace_ablation
7,2004-10-07,0.003,1,dtr,dtr,0.202050119638443,2.3673222064971924,0.004933166783303022,0.02764652446949895,116,sensor_only_k1,subspace_ablation
8,2004-10-20,0.003,1,dtr,dtr,0.2697191536426544,0.7426848411560059,0.23812192678451538,0.13134347651142225,322,sensor_only_k1,subspace_ablation
9,2004-11-03,0.003,1,dtr,dtr,0.2460286170244217,4.305335521697998,0.04127904772758484,0.7651448767978594,305,sensor_only_k1,subspace_ablation
10,2004-11-17,0.003,1,dtr,dtr,0.9359712600708008,1.8594954013824463,0.2127773016691208,0.7357250012997559,328,sensor_only_k1,subspace_ablation
11,2004-12-01,0.003,1,dtr,dtr,0.3190561532974243,1.149946928024292,0.23556707799434662,0.31150870668747566,307,sensor_only_k1,subspace_ablation
12,2004-12-17,0.003,1,dtr,dtr,0.7954348921775818,1.5976122617721558,0.009882275946438313,0.025223174642863774,237,sensor_only_k1,subspace_ablation
13,2005-01-01,0.003,1,dtr,dtr,0.27987316250801086,1.4250354766845703,0.06947605311870575,0.14108683507467587,224,sensor_only_k1,subspace_ablation
14,2005-01-12,0.003,1,dtr,dtr,0.7977462410926819,1.3407779932022095,0.008073884062469006,0.014514305333611742,279,sensor_only_k1,subspace_ablation
15,2005-01-26,0.003,1,dtr,dtr,0.19364985823631287,2.018606662750244,0.09388048946857452,0.3825416704667645,296,sensor_only_k1,subspace_ablation
16,2005-02-11,0.003,1,dtr,dtr,0.17204192280769348,1.3082793951034546,0.0569772906601429,0.09752204442017909,281,sensor_only_k1,subspace_ablation
17,2005-02-23,0.003,1,dtr,dtr,0.21778415143489838,0.8407312631607056,0.07487165182828903,0.05292145904702504,331,sensor_only_k1,subspace_ablation
18,2005-03-09,0.003,1,dtr,dtr,0.423330694437027,2.808095932006836,0.03195123001933098,0.2519483174869707,320,sensor_only_k1,subspace_ablation
19,2005-03-23,0.003,1,dtr,dtr,0.1758815348148346,1.157148838043213,0.13992054760456085,0.18735269443810637,281,sensor_only_k1,subspace_ablation
0,2004-06-30,0.01,1,dtr,dtr,0.4093511700630188,0.0,0.0,0.0,332,sensor_only_k1,subspace_ablation
1,2004-07-14,0.01,1,dtr,dtr,0.5554323196411133,0.589765727519989,0.06581394374370575,0.022891643722222032,213,sensor_only_k1,subspace_ablation
2,2004-07-31,0.01,1,dtr,dtr,1.3738082647323608,2.501310348510742,0.06063918024301529,0.37939227293474,195,sensor_only_k1,subspace_ablation
3,2004-08-11,0.01,1,dtr,dtr,1.1488468647003174,1.4069782495498657,0.007026547100394964,0.013909666878871546,220,sensor_only_k1,subspace_ablation
4,2004-08-25,0.01,1,dtr,dtr,0.41832828521728516,1.578414797782898,0.1841096132993698,0.45868945222702046,166,sensor_only_k1,subspace_ablation
5,2004-09-08,0.01,1,dtr,dtr,0.374165415763855,1.030644178390503,0.18496955931186676,0.19647973821960005,237,sensor_only_k1,subspace_ablation
6,2004-09-22,0.01,1,dtr,dtr,0.22233809530735016,1.0603092908859253,0.05574715510010719,0.0626740620277169,201,sensor_only_k1,subspace_ablation
7,2004-10-07,0.01,1,dtr,dtr,0.19910678267478943,2.3673222064971924,0.006621569860726595,0.03710869735859684,116,sensor_only_k1,subspace_ablation
8,2004-10-20,0.01,1,dtr,dtr,0.25472578406333923,0.7426848411560059,0.27831217646598816,0.1535116455091627,322,sensor_only_k1,subspace_ablation
9,2004-11-03,0.01,1,dtr,dtr,0.24244435131549835,4.305335521697998,0.043169692158699036,0.8001896992913474,305,sensor_only_k1,subspace_ablation
10,2004-11-17,0.01,1,dtr,dtr,0.8906946182250977,1.8594954013824463,0.2106403261423111,0.7283359315545042,328,sensor_only_k1,subspace_ablation
11,2004-12-01,0.01,1,dtr,dtr,0.3088921308517456,1.149946928024292,0.22750790417194366,0.3008514330320859,307,sensor_only_k1,subspace_ablation
12,2004-12-17,0.01,1,dtr,dtr,0.7824864387512207,1.5976122617721558,0.010048137977719307,0.025646515076210855,237,sensor_only_k1,subspace_ablation
13,2005-01-01,0.01,1,dtr,dtr,0.2704281806945801,1.4250354766845703,0.061428945511579514,0.12474536354843702,224,sensor_only_k1,subspace_ablation
14,2005-01-12,0.01,1,dtr,dtr,0.7878968119621277,1.3407779932022095,0.0061240894719958305,0.011009187622607856,279,sensor_only_k1,subspace_ablation
15,2005-01-26,0.01,1,dtr,dtr,0.18464533984661102,2.018606662750244,0.08595111966133118,0.35023128958803074,296,sensor_only_k1,subspace_ablation
16,2005-02-11,0.01,1,dtr,dtr,0.16767926514148712,1.3082793951034546,0.05722430720925331,0.09794483670453942,281,sensor_only_k1,subspace_ablation
17,2005-02-23,0.01,1,dtr,dtr,0.2145228087902069,0.8407312631607056,0.07690141350030899,0.05435615357530095,331,sensor_only_k1,subspace_ablation
18,2005-03-09,0.01,1,dtr,dtr,0.4290764331817627,2.808095932006836,0.02826247550547123,0.22286100245004895,320,sensor_only_k1,subspace_ablation
19,2005-03-23,0.01,1,dtr,dtr,0.1704905480146408,1.157148838043213,0.1285686492919922,0.17215257714112542,281,sensor_only_k1,subspace_ablation
0,2004-06-30,0.03,1,dtr,dtr,0.32165080308914185,0.0,0.0,0.0,332,sensor_only_k1,subspace_ablation
1,2004-07-14,0.03,1,dtr,dtr,0.4044877886772156,0.589765727519989,0.04906478896737099,0.01706589218723857,213,sensor_only_k1,subspace_ablation
2,2004-07-31,0.03,1,dtr,dtr,0.890178918838501,2.501310348510742,0.04324214532971382,0.270546793961717,195,sensor_only_k1,subspace_ablation
3,2004-08-11,0.03,1,dtr,dtr,0.7047827243804932,1.4069782495498657,0.006724144797772169,0.013311034971508349,220,sensor_only_k1,subspace_ablation
4,2004-08-25,0.03,1,dtr,dtr,0.25840556621551514,1.578414797782898,0.17625780403614044,0.43912750744097895,166,sensor_only_k1,subspace_ablation
5,2004-09-08,0.03,1,dtr,dtr,0.22370444238185883,1.030644178390503,0.20668071508407593,0.21954192325392935,237,sensor_only_k1,subspace_ablation
6,2004-09-22,0.03,1,dtr,dtr,0.1592598557472229,1.0603092908859253,0.05938950181007385,0.06676899141410388,201,sensor_only_k1,subspace_ablation
7,2004-10-07,0.03,1,dtr,dtr,0.22359636425971985,2.3673222064971924,0.00725529296323657,0.04066021751391137,116,sensor_only_k1,subspace_ablation
8,2004-10-20,0.03,1,dtr,dtr,0.2827809154987335,0.7426848411560059,0.28529542684555054,0.15736347215354998,322,sensor_only_k1,subspace_ablation
9,2004-11-03,0.03,1,dtr,dtr,0.25420063734054565,4.305335521697998,0.04157532751560211,0.7706366934549739,305,sensor_only_k1,subspace_ablation
10,2004-11-17,0.03,1,dtr,dtr,0.8670218586921692,1.8594954013824463,0.1708177775144577,0.590640583361079,328,sensor_only_k1,subspace_ablation
11,2004-12-01,0.03,1,dtr,dtr,0.26896223425865173,1.149946928024292,0.17542022466659546,0.2319718348504921,307,sensor_only_k1,subspace_ablation
12,2004-12-17,0.03,1,dtr,dtr,0.7123841643333435,1.5976122617721558,0.012647094205021858,0.032279999828681974,237,sensor_only_k1,subspace_ablation
13,2005-01-01,0.03,1,dtr,dtr,0.27382636070251465,1.4250354766845703,0.03587626665830612,0.07285487142551458,224,sensor_only_k1,subspace_ablation
14,2005-01-12,0.03,1,dtr,dtr,0.8774771094322205,1.3407779932022095,0.0053117829374969006,0.009548915840775994,279,sensor_only_k1,subspace_ablation
15,2005-01-26,0.03,1,dtr,dtr,0.17689843475818634,2.018606662750244,0.07028615474700928,0.28640011571953616,296,sensor_only_k1,subspace_ablation
16,2005-02-11,0.03,1,dtr,dtr,0.2080390900373459,1.3082793951034546,0.04144047945737839,0.07092931642786958,281,sensor_only_k1,subspace_ablation
17,2005-02-23,0.03,1,dtr,dtr,0.17340786755084991,0.8407312631607056,0.05602862685918808,0.03960266147980521,331,sensor_only_k1,subspace_ablation
18,2005-03-09,0.03,1,dtr,dtr,0.5160541534423828,2.808095932006836,0.022400658577680588,0.1766382150493772,320,sensor_only_k1,subspace_ablation
19,2005-03-23,0.03,1,dtr,dtr,0.22680072486400604,1.157148838043213,0.09874872863292694,0.13222389919458258,281,sensor_only_k1,subspace_ablation
0,2004-06-30,0.08,1,dtr,dtr,0.2576281726360321,0.0,0.0,0.0,332,sensor_only_k1,subspace_ablation
1,2004-07-14,0.08,1,dtr,dtr,0.30924585461616516,0.589765727519989,0.029263196513056755,0.010178430749552688,213,sensor_only_k1,subspace_ablation
2,2004-07-31,0.08,1,dtr,dtr,0.5442969799041748,2.501310348510742,0.0404227115213871,0.2529068556142105,195,sensor_only_k1,subspace_ablation
3,2004-08-11,0.08,1,dtr,dtr,0.4293549060821533,1.4069782495498657,0.008241969160735607,0.016315701554938795,220,sensor_only_k1,subspace_ablation
4,2004-08-25,0.08,1,dtr,dtr,0.16778145730495453,1.578414797782898,0.17092923820018768,0.4258519543579659,166,sensor_only_k1,subspace_ablation
5,2004-09-08,0.08,1,dtr,dtr,0.17099939286708832,1.030644178390503,0.23751644790172577,0.25229648424418566,237,sensor_only_k1,subspace_ablation
6,2004-09-22,0.08,1,dtr,dtr,0.2042877972126007,1.0603092908859253,0.031360380351543427,0.035257089260177295,201,sensor_only_k1,subspace_ablation
7,2004-10-07,0.08,1,dtr,dtr,0.31132352352142334,2.3673222064971924,0.00855528749525547,0.047945665628359946,116,sensor_only_k1,subspace_ablation
8,2004-10-20,0.08,1,dtr,dtr,0.4058898985385895,0.7426848411560059,0.2754700481891632,0.15194398219646232,322,sensor_only_k1,subspace_ablation
9,2004-11-03,0.08,1,dtr,dtr,0.35620763897895813,4.305335521697998,0.04176627844572067,0.7741761434651631,305,sensor_only_k1,subspace_ablation
10,2004-11-17,0.08,1,dtr,dtr,0.9075940847396851,1.8594954013824463,0.13444754481315613,0.4648823878602813,328,sensor_only_k1,subspace_ablation
11,2004-12-01,0.08,1,dtr,dtr,0.32196447253227234,1.149946928024292,0.13489681482315063,0.17838457173046918,307,sensor_only_k1,subspace_ablation
12,2004-12-17,0.08,1,dtr,dtr,0.826878011226654,1.5976122617721558,0.02303805947303772,0.05880153526076604,237,sensor_only_k1,subspace_ablation
13,2005-01-01,0.08,1,dtr,dtr,0.3099824786186218,1.4250354766845703,0.020064767450094223,0.040746047148164544,224,sensor_only_k1,subspace_ablation
14,2005-01-12,0.08,1,dtr,dtr,0.9485430121421814,1.3407779932022095,0.006349090486764908,0.011413668712931093,279,sensor_only_k1,subspace_ablation
15,2005-01-26,0.08,1,dtr,dtr,0.2162257581949234,2.018606662750244,0.0691058337688446,0.28159057583292085,296,sensor_only_k1,subspace_ablation
16,2005-02-11,0.08,1,dtr,dtr,0.2551097273826599,1.3082793951034546,0.04516826197504997,0.0773097702554406,281,sensor_only_k1,subspace_ablation
17,2005-02-23,0.08,1,dtr,dtr,0.2069038301706314,0.8407312631607056,0.0421985425055027,0.029827155999853673,331,sensor_only_k1,subspace_ablation
18,2005-03-09,0.08,1,dtr,dtr,0.5500667691230774,2.808095932006836,0.013720870018005371,0.10819458635559155,320,sensor_only_k1,subspace_ablation
19,2005-03-23,0.08,1,dtr,dtr,0.27658188343048096,1.157148838043213,0.06396438181400299,0.08564788721946542,281,sensor_only_k1,subspace_ablation
0,2004-06-30,0.0,1,standard,standard,0.3633093535900116,0.0,0.0,0.0,332,sensor_only_k2,subspace_ablation
1,2004-07-14,0.0,1,standard,standard,0.46581074595451355,0.589765727519989,0.06492885202169418,0.02258378792131944,213,sensor_only_k2,subspace_ablation
2,2004-07-31,0.0,1,standard,standard,1.1517995595932007,2.501310348510742,0.058177318423986435,0.36398950285391923,195,sensor_only_k2,subspace_ablation
3,2004-08-11,0.0,1,standard,standard,0.9711520671844482,1.4069782495498657,0.007894289679825306,0.015627439498058903,220,sensor_only_k2,subspace_ablation
4,2004-08-25,0.0,1,standard,standard,0.44631636142730713,1.578414797782898,0.17478039860725403,0.43544670949268705,166,sensor_only_k2,subspace_ablation
5,2004-09-08,0.0,1,standard,standard,0.4142194390296936,1.030644178390503,0.16940158605575562,0.17994301011498692,237,sensor_only_k2,subspace_ablation
6,2004-09-22,0.0,1,standard,standard,0.24140194058418274,1.0603092908859253,0.054374054074287415,0.06113034524597238,201,sensor_only_k2,subspace_ablation
7,2004-10-07,0.0,1,standard,standard,0.19944420456886292,2.3673222064971924,0.005534748081117868,0.03101791505915489,116,sensor_only_k2,subspace_ablation
8,2004-10-20,0.0,1,standard,standard,0.26728948950767517,0.7426848411560059,0.2417249083518982,0.13333081187048337,322,sensor_only_k2,subspace_ablation
9,2004-11-03,0.0,1,standard,standard,0.2477637678384781,4.305335521697998,0.04265890643000603,0.7907218189751611,305,sensor_only_k2,subspace_ablation
10,2004-11-17,0.0,1,standard,standard,0.9240242838859558,1.8594954013824463,0.21653863787651062,0.7487306605705648,328,sensor_only_k2,subspace_ablation
11,2004-12-01,0.0,1,standard,standard,0.3176860511302948,1.149946928024292,0.23048661649227142,0.3047904164859691,307,sensor_only_k2,subspace_ablation
12,2004-12-17,0.0,1,standard,standard,0.808178722858429,1.5976122617721558,0.010270826518535614,0.02621489750009962,237,sensor_only_k2,subspace_ablation
13,2005-01-01,0.0,1,standard,standard,0.2814019024372101,1.4250354766845703,0.06879080832004547,0.1396952905704252,224,sensor_only_k2,subspace_ablation
14,2005-01-12,0.0,1,standard,standard,0.7839218974113464,1.3407779932022095,0.008678670972585678,0.015601522069359698,279,sensor_only_k2,subspace_ablation
15,2005-01-26,0.0,1,standard,standard,0.20080718398094177,2.018606662750244,0.09262387454509735,0.37742125008249144,296,sensor_only_k2,subspace_ablation
16,2005-02-11,0.0,1,standard,standard,0.1700272262096405,1.3082793951034546,0.0578598752617836,0.09903267178993536,281,sensor_only_k2,subspace_ablation
17,2005-02-23,0.0,1,standard,standard,0.22736789286136627,0.8407312631607056,0.0769021213054657,0.0543566538725523,331,sensor_only_k2,subspace_ablation
